TxnID,Date,Description,Internal reference,External reference,Currency,Amount,Balance after transaction,Match,Booking,Synced to Dooer date
"1052","2018-03-23","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","2800","160139.36","","A123","2018-03-24 11:25:57"
"1051","2018-03-23","R65-P169","R65-P169","Lön","SEK","-11363","157339.36","Rep 65","A186","2018-03-24 11:25:56"
"1050","2018-03-23","R65-P168","R65-P168","Lön","SEK","-30182","168702.36","Rep 65","A188","2018-03-24 11:25:56"
"1049","2018-03-23","R65-P170","R65-P170","Lön","SEK","-26170","198884.36","Rep 65","A187","2018-03-24 11:25:56"
"1048","2018-03-23","Biljettkiosken","Yeos Summit Per",,"SEK","-4898","225054.36","Doc 503","A400","2018-03-24 11:25:56"
"1047","2018-03-22","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","600","229952.36","","A124","2018-03-24 11:25:56"
"1046","2018-03-22","Account Factory Sweden A","",,"SEK","-7603","229352.36","Doc 421","A167","2018-03-24 11:25:56"
"1045","2018-03-21","Norrsken Hou/18-03-20","Norrsken Hou/18-03-20","Norrsken Hou/18-03-20","SEK","-11250","236955.36","Doc 682","A170","2018-03-24 11:25:56"
"1044","2018-03-21","8778877815  /18-03-20","8778877815  /18-03-20","8778877815  /18-03-20","SEK","-359.01","248205.36","Doc 656","A425","2018-03-24 11:25:56"
"1043","2018-03-21","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","2800","248564.37","","A125","2018-03-24 11:25:56"
"1042","2018-03-20","Grafant AB","Faktura 1100","Faktura 1100","SEK","-31250","245764.37","Doc 462","A322","2018-03-24 11:25:56"
"1041","2018-03-19","Indian Stori/18-03-17","Indian Stori/18-03-17","Indian Stori/18-03-17","SEK","-888","277014.37","Doc 616","A527","2018-03-24 11:25:55"
"1040","2018-03-19","Ecoist Butik/18-03-17","Ecoist Butik/18-03-17","Ecoist Butik/18-03-17","SEK","-494","277902.37","Doc 614","A519","2018-03-24 11:25:55"
"1039","2018-03-19","Fikeriet    /18-03-17","Fikeriet    /18-03-17","Fikeriet    /18-03-17","SEK","-68","278396.37","Doc 615","A523","2018-03-24 11:25:55"
"1038","2018-03-19","8778877815  /18-03-17","8778877815  /18-03-17","8778877815  /18-03-17","SEK","-833.09","278464.37","Doc 622","A172","2018-03-24 11:25:55"
"1037","2018-03-19","Fikeriet    /18-03-18","Fikeriet    /18-03-18","Fikeriet    /18-03-18","SEK","-579","279297.46","Doc 618","A521","2018-03-24 11:25:55"
"1036","2018-03-19","Enskedeparke/18-03-18","Enskedeparke/18-03-18","Enskedeparke/18-03-18","SEK","-320","279876.46","Doc 617","A531","2018-03-24 11:25:55"
"1035","2018-03-19","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","119850","280196.46","","","2018-03-24 11:25:55"
"1034","2018-03-16","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","600","160346.46","","","2018-03-24 11:25:54"
"1033","2018-03-15","34933184607 /18-03-12","34933184607 /18-03-12","34933184607 /18-03-12","SEK","-312.67","159746.46","Doc 610","A210","2018-03-24 11:25:54"
"1032","2018-03-15","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1700","160059.13","","","2018-03-24 11:25:54"
"1031","2018-03-14","8662781349  /18-03-13","8662781349  /18-03-13","8662781349  /18-03-13","SEK","-288.97","158359.13","Doc 711","A212","2018-03-24 11:25:54"
"1030","2018-03-14","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1200","158648.1","","","2018-03-24 11:25:54"
"1029","2018-03-13","Amolloyacroy","Amolloyacroy","Amolloyacroy","SEK","1100","157448.1","Doc 702","A190,A320","2018-03-24 11:25:54"
"1028","2018-03-13","Skatteverket","",,"SEK","-49251","156348.1","","A131","2018-03-24 11:25:54"
"1027","2018-03-13","Skatteverket","Skatteverket",,"SEK","-27000","205599.1","","A130","2018-03-24 11:25:54"
"1026","2018-03-12","Kostnad","Kostnad","Kostnad","SEK","-50","232599.1","Doc 775","A526","2018-03-24 11:25:54"
"1025","2018-03-12","280717908659","280717908659","280717908659","SEK","-29481.21","232649.1","Doc 608","A153","2018-03-24 11:25:54"
"1024","2018-03-12","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1100","262130.31","","","2018-03-24 11:25:53"
"1023","2018-03-12","Skatteverket","",,"SEK","-24037","261030.31","","A129","2018-03-24 11:25:53"
"1022","2018-03-12","Skatteverket","",,"SEK","-625","285067.31","","A128","2018-03-24 11:25:53"
"1021","2018-03-12","Klientmedel Billogram AB","",,"SEK","-1244","285692.31","Doc 509","A146","2018-03-24 11:25:53"
"1020","2018-03-06","Norrsken Hou/18-03-05","Norrsken Hou/18-03-05","Norrsken Hou/18-03-05","SEK","-11250","286936.31","Doc 588","A152","2018-03-24 11:25:53"
"1019","2018-03-06","Dublin      /18-03-05","Dublin      /18-03-05","Dublin      /18-03-05","SEK","-104.62","298186.31","Doc 715","A189","2018-03-24 11:25:53"
"1018","2018-03-06","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","500","298290.93","","","2018-03-24 11:25:53"
"1017","2018-03-06","Kostnad","Kostnad","Kostnad","SEK","-65","297790.93","Doc 774","A529","2018-03-24 11:25:52"
"1016","2018-03-06","H06373376389","H06373376389","H06373376389","SEK","1100","297855.93","","A530","2018-03-24 11:25:52"
"1015","2018-03-06","Hi3g","Hi3g","Hi3g","SEK","-848","296755.93","Doc 593","A133","2018-03-24 11:25:52"
"1014","2018-03-05","Toronto     /18-03-02","Toronto     /18-03-02","Toronto     /18-03-02","SEK","-91.3","297603.93","Doc 677","A219","2018-03-24 11:25:52"
"1013","2018-03-05","La Mirada   /18-03-02","La Mirada   /18-03-02","La Mirada   /18-03-02","SEK","-246.3","297695.23","Doc 680","A211","2018-03-24 11:25:52"
"1012","2018-03-05","4154486673  /18-03-02","4154486673  /18-03-02","4154486673  /18-03-02","SEK","-59.46","297941.53","Doc 601","A180","2018-03-24 11:25:52"
"1011","2018-03-02","Ccögoogle Co/18-03-02","Ccögoogle Co/18-03-02","Ccögoogle Co/18-03-02","SEK","-231.19","298000.99","Doc 600","A509","2018-03-24 11:25:52"
"1010","2018-03-02","6463978051  /18-02-28","6463978051  /18-02-28","6463978051  /18-02-28","SEK","-295.98","298232.18","Doc 705","A213","2018-03-24 11:25:52"
"1009","2018-03-02","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","18750","298528.16","","","2018-03-24 11:25:52"
"1008","2018-03-02","Relationell Utveckling I","","82196","SEK","-1585","279778.16","Doc 508","A206","2018-03-24 11:25:52"
"1007","2018-03-01","3122815333  /18-02-28","3122815333  /18-02-28","3122815333  /18-02-28","SEK","-843.52","281363.16","Doc 706","A205","2018-03-24 11:25:52"
"1006","2018-03-01","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-311","282206.68","Doc 666","A220","2018-03-24 11:25:52"
"1005","2018-02-27","Skatteverket","",,"SEK","-6429","282517.68","","A122","2018-03-24 11:25:52"
"1004","2018-02-27","Skatteverket","Skatt",,"SEK","-2300","288946.68","","A107","2018-03-24 11:25:51"
"1003","2018-02-26","4158004537  /18-02-24","4158004537  /18-02-24","4158004537  /18-02-24","SEK","-243.27","291246.68","Doc 585","A105","2018-03-24 11:25:51"
"1002","2018-02-26","440128279854/18-02-22","440128279854/18-02-22","440128279854/18-02-22","SEK","-159.39","291489.95","Doc 584","A112","2018-03-24 11:25:51"
"1001","2018-02-26","8778877815  /18-02-21","8778877815  /18-02-21","8778877815  /18-02-21","SEK","-1006.65","291649.34","","A121","2018-03-24 11:25:51"
"1000","2018-02-23","R59-P163","R59-P163","Lön","SEK","-30182","292655.99","Rep 59","A103,A202","2018-03-24 11:25:51"
"999","2018-02-23","R59-P162","R59-P162","Lön","SEK","-9520","322837.99","Rep 59","A101,A201","2018-03-24 11:25:51"
"998","2018-02-23","R59-P164","R59-P164","Lön","SEK","-26170","332357.99","Rep 59","A120,A200","2018-03-24 11:25:51"
"997","2018-02-21","Yogayama AB","",,"SEK","-2800","358527.99","Doc 580","A100","2018-03-24 11:25:50"
"996","2018-02-20","Sj Internetb/18-02-19","Sj Internetb/18-02-19","Sj Internetb/18-02-19","SEK","-1110","361327.99","","A118","2018-03-24 11:25:50"
"995","2018-02-19","8778877815  /18-02-17","8778877815  /18-02-17","8778877815  /18-02-17","SEK","-808.83","362437.99","Doc 590","A117,A571","2018-03-24 11:25:50"
"994","2018-02-16","Sj Mobilapp /18-02-15","Sj Mobilapp /18-02-15","Sj Mobilapp /18-02-15","SEK","-540","363246.82","Doc 569","A116,A517","2018-03-24 11:25:50"
"993","2018-02-16","3233752822  /18-02-14","3233752822  /18-02-14","3233752822  /18-02-14","SEK","-107.54","363786.82","Doc 567","A110,A570","2018-03-24 11:25:50"
"992","2018-02-16","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","3600","363894.36","","","2018-03-24 11:25:50"
"991","2018-02-15","34933184607 /18-02-12","34933184607 /18-02-12","34933184607 /18-02-12","SEK","-308.4","360294.36","Doc 628","A108,A515","2018-03-24 11:25:50"
"990","2018-02-15","Iz  Tous Les/18-02-14","Iz  Tous Les/18-02-14","Iz  Tous Les/18-02-14","SEK","-60","360602.76","Doc 568","A114","2018-03-24 11:25:50"
"989","2018-02-15","3233752822  /18-02-13","3233752822  /18-02-13","3233752822  /18-02-13","SEK","-70.45","360662.76","Doc 559","A99","2018-03-24 11:25:50"
"988","2018-02-14","3233752822  /18-02-12","3233752822  /18-02-12","3233752822  /18-02-12","SEK","-70.14","360733.21","Doc 558","A115","2018-03-24 11:25:50"
"987","2018-02-13","8662781349  /18-02-12","8662781349  /18-02-12","8662781349  /18-02-12","SEK","-286.55","360803.35","Doc 712","A119","2018-03-24 11:25:50"
"986","2018-02-13","Skatteverket","Arbetsgivardek Janua",,"SEK","-45378","361089.9","","A102,A134","2018-03-24 11:25:50"
"985","2018-02-12","La Mirada   /18-02-10","La Mirada   /18-02-10","La Mirada   /18-02-10","SEK","-242.4","406467.9","Doc 679","A106","2018-03-24 11:25:50"
"946","2018-02-12","Frideborgsdotter,ingrid","","453","SEK","-3625","406710.3","Doc 481","A65","2018-02-12 08:04:50"
"945","2018-02-12","Bunnik      /18-02-09","Bunnik      /18-02-09","Bunnik      /18-02-09","SEK","-8604.15","410335.3","Doc 506","A75","2018-02-12 08:04:50"
"944","2018-02-09","Bruce       /18-02-08","Bruce       /18-02-08","Bruce       /18-02-08","SEK","-690","418939.45","Doc 510","A63","2018-02-12 08:04:50"
"943","2018-02-09","Banktjänster","Banktjänster","Banktjänster","SEK","-2250","419629.45","Doc 598","A85","2018-02-12 08:04:50"
"942","2018-02-09","Banktjänster","Banktjänster","Banktjänster","SEK","-87.5","421879.45","Doc 597","A155","2018-02-12 08:04:50"
"941","2018-02-09","Klientmedel Billogram AB","",,"SEK","-1244","421966.95","Doc 479","A49","2018-02-12 08:04:50"
"940","2018-02-08","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","14250","423210.95","","","2018-02-12 08:04:50"
"939","2018-02-06","D2i Lejon Ta/18-02-05","D2i Lejon Ta/18-02-05","D2i Lejon Ta/18-02-05","SEK","-186","408960.95","Doc 505","A84","2018-02-12 08:04:50"
"938","2018-02-06","Dublin      /18-02-05","Dublin      /18-02-05","Dublin      /18-02-05","SEK","-101.09","409146.95","Doc 566","A156","2018-02-12 08:04:50"
"937","2018-02-05","Hi3g","Hi3g","Hi3g","SEK","-1005","409248.04","Doc 639","A81","2018-02-12 08:04:49"
"936","2018-02-05","Toronto     /18-02-02","Toronto     /18-02-02","Toronto     /18-02-02","SEK","-80.72","410253.04","Doc 502","A71","2018-02-12 08:04:49"
"935","2018-02-05","Order Moo Co/18-02-02","Order Moo Co/18-02-02","Order Moo Co/18-02-02","SEK","-264.05","410333.76","Doc 501","A157","2018-02-12 08:04:49"
"934","2018-02-05","3233752822  /18-02-01","3233752822  /18-02-01","3233752822  /18-02-01","SEK","-90.64","410597.81","Doc 498","A67","2018-02-12 08:04:49"
"933","2018-02-05","4154486673  /18-02-02","4154486673  /18-02-02","4154486673  /18-02-02","SEK","-56.85","410688.45","Doc 500","A69","2018-02-12 08:04:49"
"932","2018-02-02","Ccögoogle Co/18-02-01","Ccögoogle Co/18-02-01","Ccögoogle Co/18-02-01","SEK","-278.07","410745.3","Doc 499","A73","2018-02-12 08:04:49"
"931","2018-02-02","6463978051  /18-02-01","6463978051  /18-02-01","6463978051  /18-02-01","SEK","-309.63","411023.37","Doc 496","A58","2018-02-12 08:04:49"
"930","2018-02-01","Sj Mobilapp /18-01-31","Sj Mobilapp /18-01-31","Sj Mobilapp /18-01-31","SEK","-1750","411333","Doc 494","A160,A502","2018-02-12 08:04:49"
"929","2018-02-01","Wellington  /18-02-01","Wellington  /18-02-01","Wellington  /18-02-01","SEK","-139.12","413083","Doc 495","A56","2018-02-12 08:04:49"
"920","2018-02-01","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-304","413222.12","Doc 579","A83,A550","2018-02-01 09:51:40"
"915","2018-01-31","52223425127","52223425127","Everyday AB","SEK","-55000","413526.12","","","2018-01-31 20:37:21"
"914","2018-01-31","52223425127","52223425127","Everyday AB","SEK","-31800","468526.12","","","2018-01-31 20:37:21"
"913","2018-01-31","Everyday AB","Everyday AB","Everyday AB","SEK","40000","500326.12","","","2018-01-31 20:37:21"
"912","2018-01-31","52223425127","52223425127","Everyday AB","SEK","-40000","460326.12","","","2018-01-31 20:37:21"
"911","2018-01-30","Wellington  /18-01-30","Wellington  /18-01-30","Wellington  /18-01-30","SEK","-120.85","500326.12","Doc 493","A20","2018-01-31 20:37:21"
"910","2018-01-30","Klientmedel Billogram AB","",,"SEK","-21875","500446.97","Doc 484","A51","2018-01-31 20:37:21"
"909","2018-01-29","Norrsken Hou/18-01-27","Norrsken Hou/18-01-27","Norrsken Hou/18-01-27","SEK","-7500","522321.97","Doc 492","A28,A552","2018-01-31 20:37:21"
"908","2018-01-29","3122815333  /18-01-28","3122815333  /18-01-28","3122815333  /18-01-28","SEK","-804.88","529821.97","Doc 491","A43","2018-01-31 20:37:21"
"907","2018-01-26","4158004537  /18-01-24","4158004537  /18-01-24","4158004537  /18-01-24","SEK","-235.85","530626.85","Doc 490","A21","2018-01-31 20:37:21"
"906","2018-01-25","9292907013  /18-01-23","9292907013  /18-01-23","9292907013  /18-01-23","SEK","32.83","530862.7","","A547","2018-01-31 20:37:21"
"905","2018-01-25","9292907013  /18-01-23","9292907013  /18-01-23","9292907013  /18-01-23","SEK","32.83","530829.87","","A548","2018-01-31 20:37:21"
"904","2018-01-25","9292907013  /18-01-23","9292907013  /18-01-23","9292907013  /18-01-23","SEK","32.83","530797.04","","A76","2018-01-31 20:37:20"
"903","2018-01-25","R57-P152","R57-P152","Lön","SEK","-26170","530764.21","Rep 57","A19","2018-01-31 20:37:20"
"902","2018-01-25","R57-P150","R57-P150","Lön","SEK","-9520","556934.21","Rep 57","A18","2018-01-31 20:37:20"
"901","2018-01-25","R57-P151","R57-P151","Lön","SEK","-26170","566454.21","Rep 57","A17","2018-01-31 20:37:20"
"900","2018-01-25","Yogayama","Yogayama","Yogayama","SEK","-536","592624.21","Doc 663","A143,A159","2018-01-31 20:37:20"
"899","2018-01-24","Iz  Tous Les/18-01-23","Iz  Tous Les/18-01-23","Iz  Tous Les/18-01-23","SEK","-55","593160.21","Doc 489","A27","2018-01-31 20:37:20"
"898","2018-01-24","Kostnad","Kostnad","Kostnad","SEK","-50","593215.21","","A138","2018-01-31 20:37:20"
"897","2018-01-24","280247625170","Invoice 447","Invoice 447","SEK","-32490.65","593265.21","Doc 448","A47,A54","2018-01-31 20:37:20"
"896","2018-01-24","Kostnad","Kostnad","Kostnad","SEK","-12","625755.86","","A41","2018-01-31 20:37:20"
"895","2018-01-24","280247625135","Workshop Movement: Jeppe Skovgaard","Workshop Movement: Jeppe Skovgaard","SEK","-4687.5","625767.86","Doc 487","A38","2018-01-31 20:37:20"
"894","2018-01-22","9292907013  /18-01-21","9292907013  /18-01-21","9292907013  /18-01-21","SEK","-32.98","630455.36","Doc 488","A22","2018-01-31 20:37:20"
"893","2018-01-22","Klientmedel Billogram AB","",,"SEK","-165","630488.34","Doc 471","A9","2018-01-31 20:37:20"
"892","2018-01-18","8778877815  /18-01-17","8778877815  /18-01-17","8778877815  /18-01-17","SEK","-818.75","630653.34","Doc 589","A79","2018-01-31 20:37:20"
"891","2018-01-17","Skatteverket","",,"SEK","-45432","631472.09","","","2018-01-31 20:37:20"
"890","2018-01-16","8662781349  /18-01-16","8662781349  /18-01-16","8662781349  /18-01-16","SEK","-282.19","676904.09","Doc 713","A78,A545","2018-01-31 20:37:20"
"889","2018-01-16","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","12500","677186.28","","","2018-01-31 20:37:20"
"888","2018-01-12","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","250000","664686.28","","","2018-01-31 20:37:20"
"887","2018-01-11","Bruce       /18-01-10","Bruce       /18-01-10","Bruce       /18-01-10","SEK","-690","414686.28","Doc 511","A61","2018-01-31 20:37:20"
"886","2018-01-11","D475-P148","D475-P148","10","SEK","-31250","415376.28","Doc 475","A40","2018-01-31 20:37:19"
"885","2018-01-10","Klientmedel Billogram AB","",,"SEK","-1244","446626.28","Doc 452","A39,A551","2018-01-31 20:37:19"
"884","2018-01-08","3233752822  /18-01-05","3233752822  /18-01-05","3233752822  /18-01-05","SEK","-181.92","447870.28","Doc 477","A23","2018-01-31 20:37:19"
"883","2018-01-08","Db Tt/cchelp/18-01-05","Db Tt/cchelp/18-01-05","Db Tt/cchelp/18-01-05","SEK","-100.68","448052.2","Doc 562","A44","2018-01-31 20:37:19"
"882","2018-01-08","3233752822  /18-01-04","3233752822  /18-01-04","3233752822  /18-01-04","SEK","-142.76","448152.88","Doc 476","A24","2018-01-31 20:37:19"
"881","2018-01-05","Fsprg Uk    /18-01-04","Fsprg Uk    /18-01-04","Fsprg Uk    /18-01-04","SEK","-418.47","448295.64","Doc 472","A29","2018-01-31 20:37:19"
"880","2018-01-05","Hi3g","Hi3g","Hi3g","SEK","-899","448714.11","Doc 638","A77,A139","2018-01-31 20:37:19"
"879","2018-01-03","Toronto     /18-01-02","Toronto     /18-01-02","Toronto     /18-01-02","SEK","-40.84","449613.11","Doc 469","A30","2018-01-31 20:37:19"
"878","2018-01-03","3233752822  /18-01-02","3233752822  /18-01-02","3233752822  /18-01-02","SEK","-271.45","449653.95","Doc 466","A91","2018-01-31 20:37:19"
"877","2018-01-03","4154486673  /18-01-02","4154486673  /18-01-02","4154486673  /18-01-02","SEK","-58.83","449925.4","Doc 468","A25","2018-01-31 20:37:19"
"876","2018-01-03","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","106250","449984.23","","","2018-01-31 20:37:19"
"875","2018-01-03","Frida Brita Panoussis","","43","SEK","-11250","343734.23","Doc 450","A26","2018-01-31 20:37:19"
"874","2018-01-02","Ccögoogle Co/18-01-01","Ccögoogle Co/18-01-01","Ccögoogle Co/18-01-01","SEK","-274.32","354984.23","Doc 474","A53","2018-01-31 20:37:19"
"873","2018-01-02","Wellington  /18-01-02","Wellington  /18-01-02","Wellington  /18-01-02","SEK","-583.28","355258.55","Doc 465","A46","2018-01-31 20:37:19"
"872","2018-01-02","6463978051  /18-01-01","6463978051  /18-01-01","6463978051  /18-01-01","SEK","-178.19","355841.83","Doc 704","A142","2018-01-31 20:37:19"
"871","2018-01-02","8552364625  /18-01-01","8552364625  /18-01-01","8552364625  /18-01-01","SEK","-422.66","356020.02","Doc 714","A141","2018-01-31 20:37:19"
"870","2018-01-02","Nicole Lön","Nicole Lön","Nicole Lön","SEK","11255","356442.68","","A544","2018-01-31 20:37:19"
"869","2018-01-02","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-304","345187.68","Doc 579","A90,A549","2018-01-31 20:37:19"
"862","2017-12-29","3122815333  /17-12-28","3122815333  /17-12-28","3122815333  /17-12-28","SEK","-839.7","345491.68","Doc 463","A823","2018-01-01 18:12:36"
"861","2017-12-29","R54-P144","R54-P144","Lön","SEK","-26131","346331.38","Rep 55","A963","2018-01-01 18:12:36"
"860","2017-12-28","Lön Everyday","Lön Everyday","Lön Everyday","SEK","25738","372462.38","","A959","2018-01-01 18:12:36"
"859","2017-12-28","R54-P143","R54-P143","Lön","SEK","-9520","346724.38","Rep 55","A851","2018-01-01 18:12:36"
"858","2017-12-28","Lön Nicole","Lön Nicole","Everyday","SEK","-11255","356244.38","","A960,A1026","2018-01-01 18:12:36"
"857","2017-12-28","Lön Ashkan","Lön Ashkan","Lön Everyday","SEK","-26054","367499.38","Rep 55","A962","2018-01-01 18:12:36"
"856","2017-12-28","Lön Per","Lön Per","Lön Everyday","SEK","-25738","393553.38","","","2018-01-01 18:12:36"
"855","2017-12-27","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","1166","419291.38","","","2018-01-01 18:12:36"
"854","2017-12-27","4158004537  /17-12-24","4158004537  /17-12-24","4158004537  /17-12-24","SEK","-249.93","418125.38","Doc 461","A827","2018-01-01 18:12:36"
"851","2017-12-22","Dr Mat      /17-12-20","Dr Mat      /17-12-20","Dr Mat      /17-12-20","SEK","-375","418375.31","Doc 459","A817","2017-12-26 15:01:46"
"850","2017-12-22","9292907013  /17-12-21","9292907013  /17-12-21","9292907013  /17-12-21","SEK","-34.52","418750.31","Doc 460","A841","2017-12-26 15:01:46"
"849","2017-12-22","Yogayama","Yogayama","Yogayama","SEK","-1250","418784.83","Doc 661","A964","2017-12-26 15:01:46"
"848","2017-12-21","Espresso Sos/17-12-20","Espresso Sos/17-12-20","Espresso Sos/17-12-20","SEK","-124","420034.83","Doc 458","A816","2017-12-26 15:01:46"
"847","2017-12-21","8778877815  /17-12-20","8778877815  /17-12-20","8778877815  /17-12-20","SEK","-2204.89","420158.83","Doc 655","A969","2017-12-26 15:01:46"
"837","2017-12-18","Norrsken Hou/17-12-17","Norrsken Hou/17-12-17","Norrsken Hou/17-12-17","SEK","-7500","422363.72","Doc 455","A805","2017-12-21 13:00:18"
"836","2017-12-18","8778877815  /17-12-17","8778877815  /17-12-17","8778877815  /17-12-17","SEK","-864.16","429863.72","Doc 454","A804","2017-12-21 13:00:18"
"835","2017-12-12","8662781349  /17-12-11","8662781349  /17-12-11","8662781349  /17-12-11","SEK","-298.17","430727.88","Doc 453","A965","2017-12-21 13:00:17"
"834","2017-12-12","Skatteverket","",,"SEK","-44742","431026.05","","A833","2017-12-21 13:00:17"
"833","2017-12-11","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","31250","475768.05","","","2017-12-21 13:00:17"
"832","2017-12-11","Dr Mat      /17-12-08","Dr Mat      /17-12-08","Dr Mat      /17-12-08","SEK","-500","444518.05","Doc 456","A806","2017-12-21 13:00:17"
"831","2017-12-08","Klientmedel Billogram AB","",,"SEK","-1244","445018.05","Doc 429","A795","2017-12-21 13:00:17"
"830","2017-12-07","Meat On A St/17-12-06","Meat On A St/17-12-06","Meat On A St/17-12-06","SEK","-320","446262.05","Doc 451","A807","2017-12-21 13:00:17"
"829","2017-12-07","Invoicesform/17-12-06","Invoicesform/17-12-06","Invoicesform/17-12-06","SEK","-4000","446582.05","Doc 449","A796","2017-12-21 13:00:17"
"828","2017-12-06","Db Tt/cchelp/17-12-05","Db Tt/cchelp/17-12-05","Db Tt/cchelp/17-12-05","SEK","-102.49","450582.05","Doc 565","A864","2017-12-21 13:00:17"
"827","2017-12-06","6033806747  /17-12-05","6033806747  /17-12-05","6033806747  /17-12-05","SEK","-1100.54","450684.54","Doc 708","A976","2017-12-21 13:00:17"
"826","2017-12-05","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","31250","451785.08","","","2017-12-21 13:00:17"
"825","2017-12-05","Instinctly AB","Daniel Lauding",,"SEK","-30000","420535.08","Doc 446","A809","2017-12-21 13:00:17"
"824","2017-12-04","4154486673  /17-12-02","4154486673  /17-12-02","4154486673  /17-12-02","SEK","-60.18","450535.08","Doc 443","A877","2017-12-21 13:00:17"
"823","2017-12-04","Toronto     /17-12-02","Toronto     /17-12-02","Toronto     /17-12-02","SEK","-55.28","450595.26","Doc 441","A880","2017-12-21 13:00:17"
"822","2017-12-04","34933184607 /17-11-30","34933184607 /17-11-30","34933184607 /17-11-30","SEK","-306.96","450650.54","Doc 626","A973","2017-12-21 13:00:17"
"821","2017-12-04","273387334148","Invoice 446","Invoice 446","SEK","-22779.43","450957.5","Doc 436","A808","2017-12-21 13:00:17"
"820","2017-12-04","Kostnad","Kostnad","Kostnad","SEK","-50","473736.93","","A801","2017-12-21 13:00:17"
"819","2017-12-04","Hi3g","Hi3g","Hi3g","SEK","-802","473786.93","Doc 640","A966","2017-12-21 13:00:17"
"818","2017-12-04","Ccögoogle Co/17-12-02","Ccögoogle Co/17-12-02","Ccögoogle Co/17-12-02","SEK","-249.56","474588.93","Doc 442","A824","2017-12-21 13:00:16"
"817","2017-12-04","6463978051  /17-12-01","6463978051  /17-12-01","6463978051  /17-12-01","SEK","-54.16","474838.49","Doc 703","A975","2017-12-21 13:00:16"
"816","2017-12-04","8552364625  /17-12-01","8552364625  /17-12-01","8552364625  /17-12-01","SEK","-429.89","474892.65","Doc 438","A892","2017-12-21 13:00:16"
"815","2017-12-01","Trygg-Hansa","Trygg-Hansa","Trygg-Hansa","SEK","-304","475322.54","Doc 579","A862","2017-12-21 13:00:16"
"814","2017-11-30","Delutb Lån","Delutb Lån","Delutb Lån","SEK","400000","475626.54","Doc 625","A951","2017-12-21 13:00:16"
"813","2017-11-29","3122815333  /17-11-28","3122815333  /17-11-28","3122815333  /17-11-28","SEK","-846.6","75626.54","Doc 439","A943,A1118","2017-12-21 13:00:16"
"812","2017-11-28","Bg 759-8147","Bg 759-8147","Bg 759-8147","SEK","583","76473.14","","","2017-12-21 13:00:16"
"811","2017-11-27","4158004537  /17-11-24","4158004537  /17-11-24","4158004537  /17-11-24","SEK","-247.13","75890.14","Doc 437","A825","2017-12-21 13:00:16"
"810","2017-11-27","Stripe","Stripe","Stripe","SEK","35702","76137.27","Doc 647","A950","2017-12-21 13:00:16"
"809","2017-11-27","R52-P137","R52-P137","Lön","SEK","-20009","40435.27","Rep 52","A836","2017-12-21 13:00:16"
"808","2017-11-27","R52-P138","R52-P138","Lön","SEK","-20009","60444.27","Rep 52","A835","2017-12-21 13:00:16"
"807","2017-11-24","Everyday AB","Everyday AB","Everyday AB","SEK","25000","80453.27","","A834","2017-12-21 13:00:16"
"806","2017-11-24","R45-P135","R45-P135","Lön","SEK","-7447","55453.27","Rep 45","A838","2017-12-21 13:00:16"
"805","2017-11-24","R45-P133","R45-P133","Lön","SEK","-4760","62900.27","Rep 45","A837","2017-12-21 13:00:16"
"804","2017-11-24","D422-P131","D422-P131","Utlägg Every","SEK","-255","67660.27","Doc 422","A939","2017-12-21 13:00:16"
"803","2017-11-24","R45-P134","R45-P134","Lön","SEK","-7447","67915.27","Rep 45","A850","2017-12-21 13:00:16"
"802","2017-11-24","R45-P136","R45-P136","Lön","SEK","-10788","75362.27","Rep 45","A849","2017-12-21 13:00:16"
"801","2017-11-24","Yogayama","Yogayama","Yogayama","SEK","-1250","86150.27","Doc 660","A948","2017-12-21 13:00:16"
"784","2017-11-22","9292907013  /17-11-21","9292907013  /17-11-21","9292907013  /17-11-21","SEK","-34.95","87400.27","Doc 435","A843","2017-11-23 20:39:11"
"783","2017-11-21","Stripe      /17-11-20","Stripe      /17-11-20","Stripe      /17-11-20","SEK","-15000","87435.22","Doc 433","A897","2017-11-23 20:39:11"
